schema_version,model,seed,season,week,slot,recommended,recommended_lam,early,hold,hold_alternative,hold_alternative_cost,premium
1,cal-level-pooled,-1,2016,9,FLEX,00-0027944,0.541586809999,True,True,00-0021547,0.0165644241088,0.1
1,cal-level-pooled,-1,2016,9,QB,00-0026898,1.79139541657,False,False,,,0.1
1,cal-level-pooled,-1,2016,9,RB,00-0027966,0.622603803485,False,False,,,0.1
1,cal-level-pooled,-1,2016,10,FLEX,00-0031408,0.625297028655,False,False,,,0.1
1,cal-level-pooled,-1,2016,10,QB,00-0031503,1.90888838418,False,False,,,0.1
1,cal-level-pooled,-1,2016,10,RB,00-0027966,0.631752322403,False,False,,,0.1
1,cal-level-pooled,-1,2016,11,FLEX,00-0030472,0.567633100419,False,False,,,0.1
1,cal-level-pooled,-1,2016,11,QB,00-0032268,2.01961598575,False,False,,,0.1
1,cal-level-pooled,-1,2016,11,RB,00-0026153,0.814511084782,True,True,00-0030432,0.0391881646065,0.1
1,cal-level-pooled,-1,2016,12,FLEX,00-0029580,0.455174202866,False,False,,,0.1
1,cal-level-pooled,-1,2016,12,QB,00-0032268,1.94142594375,False,False,,,0.1
1,cal-level-pooled,-1,2016,12,RB,00-0033045,0.638136021609,True,True,00-0031590,0.00513730558586,0.1
1,cal-level-pooled,-1,2016,13,FLEX,00-0031339,0.472366118027,False,False,,,0.1
1,cal-level-pooled,-1,2016,13,QB,00-0026498,1.98984977367,False,False,,,0.1
1,cal-level-pooled,-1,2016,13,RB,00-0026184,0.64106611264,False,False,,,0.1
1,cal-level-pooled,-1,2016,14,FLEX,00-0027874,0.434482350789,False,False,,,0.1
1,cal-level-pooled,-1,2016,14,QB,00-0029604,2.00824165269,False,False,,,0.1
1,cal-level-pooled,-1,2016,14,RB,00-0026184,0.780320270506,False,False,,,0.1
1,cal-level-pooled,-1,2016,15,FLEX,00-0031381,0.527847735862,False,False,,,0.1
1,cal-level-pooled,-1,2016,15,QB,00-0021429,2.20967856648,False,False,,,0.1
1,cal-level-pooled,-1,2016,15,RB,00-0032058,0.799843810046,False,False,,,0.1
1,cal-level-pooled,-1,2016,16,FLEX,00-0027944,0.485395320749,True,False,00-0029000,0.133126501609,0.1
1,cal-level-pooled,-1,2016,16,QB,00-0029604,1.77376763279,True,True,00-0021678,0.0586352836564,0.1
1,cal-level-pooled,-1,2016,16,RB,00-0027029,0.713858486597,True,False,00-0033045,0.137253094445,0.1
1,cal-level-pooled,-1,2016,17,FLEX,00-0026176,0.428088369589,False,False,,,0.1
1,cal-level-pooled,-1,2016,17,QB,00-0027973,1.73699001889,False,False,,,0.1
1,cal-level-pooled,-1,2016,17,RB,00-0030496,0.793718893449,False,False,,,0.1
1,cal-level-position,-1,2016,1,FLEX,00-0026986,0.657518873912,False,False,,,0.1
1,cal-level-position,-1,2016,1,QB,00-0031280,2.24008100546,False,False,,,0.1
1,cal-level-position,-1,2016,1,RB,00-0031897,0.526431537349,False,False,,,0.1
1,cal-level-position,-1,2016,2,FLEX,00-0031235,0.882746170283,False,False,,,0.1
1,cal-level-position,-1,2016,2,QB,00-0022803,2.70733779553,False,False,,,0.1
1,cal-level-position,-1,2016,2,RB,00-0029854,0.602181730679,False,False,,,0.1
1,cal-level-position,-1,2016,3,FLEX,00-0026986,0.626326371141,False,False,,,0.1
1,cal-level-position,-1,2016,3,QB,00-0023459,2.24090859927,False,False,,,0.1
1,cal-level-position,-1,2016,3,RB,00-0032144,0.516789737829,False,False,,,0.1
1,cal-level-position,-1,2016,4,FLEX,00-0026986,0.544350886689,False,False,,,0.1
1,cal-level-position,-1,2016,4,QB,00-0029604,1.98886553228,False,False,,,0.1
1,cal-level-position,-1,2016,4,RB,00-0032144,0.662161337092,False,False,,,0.1
1,cal-level-position,-1,2016,5,FLEX,00-0031299,0.634737214753,False,False,,,0.1
1,cal-level-position,-1,2016,5,QB,00-0019596,2.22919409126,False,False,,,0.1
1,cal-level-position,-1,2016,5,RB,00-0023500,0.587855641693,False,False,,,0.1
1,cal-level-position,-1,2016,6,FLEX,00-0031235,0.658597720087,False,False,,,0.1
1,cal-level-position,-1,2016,6,QB,00-0031407,1.91831757211,False,False,,,0.1
1,cal-level-position,-1,2016,6,RB,00-0027029,0.652880563146,False,False,,,0.1
1,cal-level-position,-1,2016,7,FLEX,00-0024334,0.629026963812,False,False,,,0.1
1,cal-level-position,-1,2016,7,QB,00-0029604,1.96770865783,False,False,,,0.1
1,cal-level-position,-1,2016,7,RB,00-0028009,0.825818610697,False,False,,,0.1
1,cal-level-position,-1,2016,8,FLEX,00-0030564,0.616628389716,False,False,,,0.1
1,cal-level-position,-1,2016,8,QB,00-0029668,1.99766426534,False,False,,,0.1
1,cal-level-position,-1,2016,8,RB,00-0030432,0.651357346777,False,False,,,0.1
1,cal-level-position,-1,2016,9,FLEX,00-0027944,0.595540156243,True,True,00-0031373,0.0514157144037,0.1
1,cal-level-position,-1,2016,9,QB,00-0026898,1.73545610481,False,False,,,0.1
1,cal-level-position,-1,2016,9,RB,00-0027966,0.633645857695,False,False,,,0.1
1,cal-level-position,-1,2016,10,FLEX,00-0028002,0.580796163473,False,False,,,0.1
1,cal-level-position,-1,2016,10,QB,00-0031503,1.84928015841,False,False,,,0.1
1,cal-level-position,-1,2016,10,RB,00-0027966,0.642956628178,False,False,,,0.1
1,cal-level-position,-1,2016,11,FLEX,00-0031339,0.563837292367,False,False,,,0.1
1,cal-level-position,-1,2016,11,QB,00-0032268,1.95655010581,False,False,,,0.1
1,cal-level-position,-1,2016,11,RB,00-0026153,0.828956668798,True,True,00-0030432,0.0398831777682,0.1
1,cal-level-position,-1,2016,12,FLEX,00-0029580,0.500519050479,False,False,,,0.1
1,cal-level-position,-1,2016,12,QB,00-0032268,1.88080167838,False,False,,,0.1
1,cal-level-position,-1,2016,12,RB,00-0033045,0.649453544091,True,True,00-0031590,0.00522841715063,0.1
1,cal-level-position,-1,2016,13,FLEX,00-0031339,0.519423639092,False,False,,,0.1
1,cal-level-position,-1,2016,13,QB,00-0026498,1.92771339338,False,False,,,0.1
1,cal-level-position,-1,2016,13,RB,00-0026184,0.652435601114,False,False,,,0.1
1,cal-level-position,-1,2016,14,FLEX,00-0027874,0.47776585821,False,False,,,0.1
1,cal-level-position,-1,2016,14,QB,00-0029604,1.94553095529,False,False,,,0.1
1,cal-level-position,-1,2016,14,RB,00-0026184,0.79415947078,False,False,,,0.1
1,cal-level-position,-1,2016,15,FLEX,00-0031381,0.580432383663,False,False,,,0.1
1,cal-level-position,-1,2016,15,QB,00-0021429,2.14067766525,False,False,,,0.1
1,cal-level-position,-1,2016,15,RB,00-0032058,0.814029265804,False,False,,,0.1
1,cal-level-position,-1,2016,16,FLEX,00-0027944,0.533750822254,True,False,00-0029000,0.146388678794,0.1
1,cal-level-position,-1,2016,16,QB,00-0029604,1.71837877801,True,True,00-0021678,0.0568042990608,0.1
1,cal-level-position,-1,2016,16,RB,00-0027029,0.726518968372,True,False,00-0033045,0.13968731682,0.1
1,cal-level-position,-1,2016,17,FLEX,00-0026176,0.470734903075,False,False,,,0.1
1,cal-level-position,-1,2016,17,QB,00-0027973,1.68274960648,False,False,,,0.1
1,cal-level-position,-1,2016,17,RB,00-0030496,0.807795722083,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,1,FLEX,00-0026986,0.580937897325,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,1,QB,00-0031280,1.78213893251,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,1,RB,00-0031897,0.515170004901,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,2,FLEX,00-0031235,0.741574680739,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,2,QB,00-0022803,2.08513114507,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,2,RB,00-0029854,0.575890690943,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,3,FLEX,00-0026986,0.558002305383,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,3,QB,00-0023459,1.78268459745,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,3,RB,00-0032144,0.507337570042,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,4,FLEX,00-0030472,0.557837199777,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,4,QB,00-0029604,1.61483313354,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,4,RB,00-0032144,0.623040476785,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,5,FLEX,00-0030472,0.649558909466,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,5,QB,00-0019596,1.77495754519,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,5,RB,00-0023500,0.564512408084,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,6,FLEX,00-0031235,0.581727783966,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,6,QB,00-0031407,1.5672134254,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,6,RB,00-0027029,0.615794365546,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,7,FLEX,00-0027942,0.569131738496,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,7,QB,00-0029604,1.6005831154,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,7,RB,00-0028009,0.748194551663,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,8,FLEX,00-0030564,0.550831958821,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,8,QB,00-0029668,1.62075178648,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,8,RB,00-0030432,0.614603411231,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,9,FLEX,00-0027944,0.535172837902,True,True,00-0021547,0.0135706549526,0.1
1,cal-logaffine-pooled,-1,2016,9,QB,00-0026898,1.44234802724,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,9,RB,00-0027966,0.600720003898,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,10,FLEX,00-0031408,0.602872870563,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,10,QB,00-0031503,1.52032216528,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,10,RB,00-0027966,0.608026553224,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,11,FLEX,00-0030472,0.556417889007,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,11,QB,00-0032268,1.59305682023,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,11,RB,00-0026153,0.750550113409,True,True,00-0030432,0.0286706741378,0.1
1,cal-logaffine-pooled,-1,2016,12,FLEX,00-0029580,0.463370424559,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,12,QB,00-0032268,1.54176858541,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,12,RB,00-0033045,0.613114217896,True,True,00-0031590,0.00409362814914,0.1
1,cal-logaffine-pooled,-1,2016,13,FLEX,00-0031339,0.477829267325,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,13,QB,00-0026498,1.573572667,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,13,RB,00-0026184,0.615446513154,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,14,FLEX,00-0027874,0.445843239051,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,14,QB,00-0029604,1.58561733434,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,14,RB,00-0026184,0.724342905297,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,15,FLEX,00-0031381,0.523896197441,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,15,QB,00-0021429,1.71634295498,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,15,RB,00-0032058,0.739331206288,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,16,FLEX,00-0027944,0.488727116677,True,False,00-0029000,0.114029364017,0.1
1,cal-logaffine-pooled,-1,2016,16,QB,00-0029604,1.43057500023,True,True,00-0021678,0.0393061954525,0.1
1,cal-logaffine-pooled,-1,2016,16,RB,00-0027029,0.672825652936,True,False,00-0033045,0.109128339611,0.1
1,cal-logaffine-pooled,-1,2016,17,FLEX,00-0026176,0.44039851262,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,17,QB,00-0027973,1.40594759571,False,False,,,0.1
1,cal-logaffine-pooled,-1,2016,17,RB,00-0030496,0.734635896983,False,False,,,0.1
1,cal-logaffine-position,-1,2016,1,FLEX,00-0026986,0.532430044707,False,False,,,0.1
1,cal-logaffine-position,-1,2016,1,QB,00-0031280,1.80982883544,False,False,,,0.1
1,cal-logaffine-position,-1,2016,1,RB,00-0031897,0.460844005067,False,False,,,0.1
1,cal-logaffine-position,-1,2016,2,FLEX,00-0031235,0.667364481675,False,False,,,0.1
1,cal-logaffine-position,-1,2016,2,QB,00-0022803,2.06390687867,False,False,,,0.1
1,cal-logaffine-position,-1,2016,2,RB,00-0029854,0.510662525266,False,False,,,0.1
1,cal-logaffine-position,-1,2016,3,FLEX,00-0026986,0.512951582075,False,False,,,0.1
1,cal-logaffine-position,-1,2016,3,QB,00-0023459,1.81029244702,False,False,,,0.1
1,cal-logaffine-position,-1,2016,3,RB,00-0032144,0.454385219065,False,False,,,0.1
1,cal-logaffine-position,-1,2016,4,FLEX,00-0026986,0.460637065993,False,False,,,0.1
1,cal-logaffine-position,-1,2016,4,QB,00-0029604,1.66654599683,False,False,,,0.1
1,cal-logaffine-position,-1,2016,4,RB,00-0032144,0.549059846469,False,False,,,0.1
1,cal-logaffine-position,-1,2016,5,FLEX,00-0031299,0.518225648548,False,False,,,0.1
1,cal-logaffine-position,-1,2016,5,QB,00-0019596,1.8037251721,False,False,,,0.1
1,cal-logaffine-position,-1,2016,5,RB,00-0023500,0.501360014614,False,False,,,0.1
1,cal-logaffine-position,-1,2016,6,FLEX,00-0031235,0.533099833524,False,False,,,0.1
1,cal-logaffine-position,-1,2016,6,QB,00-0031407,1.6253289948,False,False,,,0.1
1,cal-logaffine-position,-1,2016,6,RB,00-0027029,0.543174154891,False,False,,,0.1
1,cal-logaffine-position,-1,2016,7,FLEX,00-0024334,0.514646793412,False,False,,,0.1
1,cal-logaffine-position,-1,2016,7,QB,00-0029604,1.65423304485,False,False,,,0.1
1,cal-logaffine-position,-1,2016,7,RB,00-0028009,0.649919388472,False,False,,,0.1
1,cal-logaffine-position,-1,2016,8,FLEX,00-0030564,0.506849861191,False,False,,,0.1
1,cal-logaffine-position,-1,2016,8,QB,00-0029668,1.67165487825,False,False,,,0.1
1,cal-logaffine-position,-1,2016,8,RB,00-0030432,0.542206275939,False,False,,,0.1
1,cal-logaffine-position,-1,2016,9,FLEX,00-0027944,0.493503716461,True,True,00-0031373,0.031185259195,0.1
1,cal-logaffine-position,-1,2016,9,QB,00-0026898,1.51625881471,False,False,,,0.1
1,cal-logaffine-position,-1,2016,9,RB,00-0027966,0.53091236726,False,False,,,0.1
1,cal-logaffine-position,-1,2016,10,FLEX,00-0028002,0.484107217261,False,False,,,0.1
1,cal-logaffine-position,-1,2016,10,QB,00-0031503,1.58454209656,False,False,,,0.1
1,cal-logaffine-position,-1,2016,10,RB,00-0027966,0.53685864886,False,False,,,0.1
1,cal-logaffine-position,-1,2016,11,FLEX,00-0031339,0.473230054628,False,False,,,0.1
1,cal-logaffine-position,-1,2016,11,QB,00-0032268,1.64772261128,False,False,,,0.1
1,cal-logaffine-position,-1,2016,11,RB,00-0026153,0.651804231363,True,True,00-0030432,0.0225427221215,0.1
1,cal-logaffine-position,-1,2016,12,FLEX,00-0029580,0.431917731098,False,False,,,0.1
1,cal-logaffine-position,-1,2016,12,QB,00-0032268,1.60322172174,False,False,,,0.1
1,cal-logaffine-position,-1,2016,12,RB,00-0033045,0.54099581275,True,True,00-0031590,0.0033286242963,0.1
1,cal-logaffine-position,-1,2016,13,FLEX,00-0031339,0.444373410795,False,False,,,0.1
1,cal-logaffine-position,-1,2016,13,QB,00-0026498,1.63084491372,False,False,,,0.1
1,cal-logaffine-position,-1,2016,13,RB,00-0026184,0.542891473309,False,False,,,0.1
1,cal-logaffine-position,-1,2016,14,FLEX,00-0027874,0.416779706811,False,False,,,0.1
1,cal-logaffine-position,-1,2016,14,QB,00-0029604,1.64128233029,False,False,,,0.1
1,cal-logaffine-position,-1,2016,14,RB,00-0026184,0.630807493282,False,False,,,0.1
1,cal-logaffine-position,-1,2016,15,FLEX,00-0031381,0.483874678589,False,False,,,0.1
1,cal-logaffine-position,-1,2016,15,QB,00-0021429,1.75375437292,False,False,,,0.1
1,cal-logaffine-position,-1,2016,15,RB,00-0032058,0.642823031903,False,False,,,0.1
1,cal-logaffine-position,-1,2016,16,FLEX,00-0027944,0.453742796624,True,True,00-0029000,0.0988896557904,0.1
1,cal-logaffine-position,-1,2016,16,QB,00-0029604,1.50589726042,True,True,00-0021678,0.0346954789432,0.1
1,cal-logaffine-position,-1,2016,16,RB,00-0027029,0.589355908826,True,True,00-0033045,0.0886628521903,0.1
1,cal-logaffine-position,-1,2016,17,FLEX,00-0026176,0.41206817842,False,False,,,0.1
1,cal-logaffine-position,-1,2016,17,QB,00-0027973,1.48417721076,False,False,,,0.1
1,cal-logaffine-position,-1,2016,17,RB,00-0030496,0.639061065852,False,False,,,0.1
1,shipped,-1,2016,1,FLEX,00-0026986,0.639170901896,False,False,,,0.1
1,shipped,-1,2016,1,QB,00-0031280,2.47168596992,False,False,,,0.1
1,shipped,-1,2016,1,RB,00-0031897,0.552915560099,False,False,,,0.1
1,shipped,-1,2016,2,FLEX,00-0031235,0.858113262131,False,False,,,0.1
1,shipped,-1,2016,2,QB,00-0022803,2.98725306304,False,False,,,0.1
1,shipped,-1,2016,2,RB,00-0029854,0.632476638038,False,False,,,0.1
1,shipped,-1,2016,3,FLEX,00-0026986,0.608848821543,False,False,,,0.1
1,shipped,-1,2016,3,QB,00-0023459,2.47259912975,False,False,,,0.1
1,shipped,-1,2016,3,RB,00-0032144,0.542788695343,False,False,,,0.1
1,shipped,-1,2016,4,FLEX,00-0030472,0.608631462709,False,False,,,0.1
1,shipped,-1,2016,4,QB,00-0029604,2.19449699372,False,False,,,0.1
1,shipped,-1,2016,4,RB,00-0032144,0.695473733238,False,False,,,0.1
1,shipped,-1,2016,5,FLEX,00-0030472,0.731345411214,False,False,,,0.1
1,shipped,-1,2016,5,QB,00-0019596,2.45967344312,False,False,,,0.1
1,shipped,-1,2016,5,RB,00-0023500,0.617429823869,False,False,,,0.1
1,shipped,-1,2016,6,FLEX,00-0031235,0.64021964302,False,False,,,0.1
1,shipped,-1,2016,6,QB,00-0031407,2.1166549858,False,False,,,0.1
1,shipped,-1,2016,6,RB,00-0027029,0.68572605674,False,False,,,0.1
1,shipped,-1,2016,7,FLEX,00-0027942,0.623531013652,False,False,,,0.1
1,shipped,-1,2016,7,QB,00-0029604,2.1711526818,False,False,,,0.1
1,shipped,-1,2016,7,RB,00-0028009,0.867364371772,False,False,,,0.1
1,shipped,-1,2016,8,FLEX,00-0030564,0.59942146093,False,False,,,0.1
1,shipped,-1,2016,8,QB,00-0029668,2.20420543953,False,False,,,0.1
1,shipped,-1,2016,8,RB,00-0030432,0.684126209519,False,False,,,0.1
1,shipped,-1,2016,9,FLEX,00-0027944,0.578921691657,True,True,00-0021547,0.01770631088,0.1
1,shipped,-1,2016,9,QB,00-0026898,1.91488722739,False,False,,,0.1
1,shipped,-1,2016,9,RB,00-0027966,0.665523680583,False,False,,,0.1
1,shipped,-1,2016,10,FLEX,00-0031408,0.668402566188,False,False,,,0.1
1,shipped,-1,2016,10,QB,00-0031503,2.04047970178,False,False,,,0.1
1,shipped,-1,2016,10,RB,00-0027966,0.675302862702,False,False,,,0.1
1,shipped,-1,2016,11,FLEX,00-0030472,0.606763511718,False,False,,,0.1
1,shipped,-1,2016,11,QB,00-0032268,2.15884043219,False,False,,,0.1
1,shipped,-1,2016,11,RB,00-0026153,0.870660301118,True,True,00-0030432,0.0418896437803,0.1
1,shipped,-1,2016,12,FLEX,00-0029580,0.486552136531,False,False,,,0.1
1,shipped,-1,2016,12,QB,00-0032268,2.07526027376,False,False,,,0.1
1,shipped,-1,2016,12,RB,00-0033045,0.682126629225,True,True,00-0031590,0.00549145138954,0.1
1,shipped,-1,2016,13,FLEX,00-0031339,0.504929195248,False,False,,,0.1
1,shipped,-1,2016,13,QB,00-0026498,2.12702225358,False,False,,,0.1
1,shipped,-1,2016,13,RB,00-0026184,0.6852587093,False,False,,,0.1
1,shipped,-1,2016,14,FLEX,00-0027874,0.464433868902,False,False,,,0.1
1,shipped,-1,2016,14,QB,00-0029604,2.14668199699,False,False,,,0.1
1,shipped,-1,2016,14,RB,00-0026184,0.834112505504,False,False,,,0.1
1,shipped,-1,2016,15,FLEX,00-0031381,0.564235499352,False,False,,,0.1
1,shipped,-1,2016,15,QB,00-0021429,2.3620051857,False,False,,,0.1
1,shipped,-1,2016,15,RB,00-0032058,0.854981921687,False,False,,,0.1
1,shipped,-1,2016,16,FLEX,00-0027944,0.518856580371,True,False,00-0029000,0.142303723231,0.1
1,shipped,-1,2016,16,QB,00-0029604,1.89604425297,True,True,00-0021678,0.0626773713437,0.1
1,shipped,-1,2016,16,RB,00-0027029,0.763069105515,True,False,00-0033045,0.146714787278,0.1
1,shipped,-1,2016,17,FLEX,00-0026176,0.457599111585,False,False,,,0.1
1,shipped,-1,2016,17,QB,00-0027973,1.85673133385,False,False,,,0.1
1,shipped,-1,2016,17,RB,00-0030496,0.848434777237,False,False,,,0.1
1,cal-level-pooled,-1,2017,1,FLEX,00-0027793,0.734883195326,False,False,,,0.1
1,cal-level-pooled,-1,2017,1,QB,00-0021429,1.75129262968,False,False,,,0.1
1,cal-level-pooled,-1,2017,1,RB,00-0030513,0.917257005861,False,False,,,0.1
1,cal-level-pooled,-1,2017,2,FLEX,00-0027944,0.452474853788,False,False,,,0.1
1,cal-level-pooled,-1,2017,2,QB,00-0031280,1.94900334327,False,False,,,0.1
1,cal-level-pooled,-1,2017,2,RB,00-0032241,0.552852506933,False,False,,,0.1
1,cal-level-pooled,-1,2017,3,FLEX,00-0027944,0.413721361843,False,False,,,0.1
1,cal-level-pooled,-1,2017,3,QB,00-0021429,1.73414122005,False,False,,,0.1
1,cal-level-pooled,-1,2017,3,RB,00-0026153,0.814260079059,False,False,,,0.1
1,cal-level-pooled,-1,2017,4,FLEX,00-0027902,0.676415467546,False,False,,,0.1
1,cal-level-pooled,-1,2017,4,QB,00-0033077,2.0839127594,False,False,,,0.1
1,cal-level-pooled,-1,2017,4,RB,00-0033923,0.788667105911,False,False,,,0.1
1,cal-level-pooled,-1,2017,5,FLEX,00-0026986,0.623764608655,False,False,,,0.1
1,cal-level-pooled,-1,2017,5,QB,00-0033077,2.12382626682,False,False,,,0.1
1,cal-level-pooled,-1,2017,5,RB,00-0023500,0.546258621684,False,False,,,0.1
1,cal-level-pooled,-1,2017,6,FLEX,00-0030564,0.587577513966,False,False,,,0.1
1,cal-level-pooled,-1,2017,6,QB,00-0020531,2.33134369515,False,False,,,0.1
1,cal-level-pooled,-1,2017,6,RB,00-0030404,0.644452215954,False,False,,,0.1
1,cal-level-pooled,-1,2017,7,FLEX,00-0027656,0.690883184609,False,False,,,0.1
1,cal-level-pooled,-1,2017,7,QB,00-0032268,1.98467875011,False,False,,,0.1
1,cal-level-pooled,-1,2017,7,RB,00-0033293,0.494067001767,False,False,,,0.1
1,cal-level-pooled,-1,2017,8,FLEX,00-0030061,0.525183704279,False,False,,,0.1
1,cal-level-pooled,-1,2017,8,QB,00-0032950,2.13699706099,False,False,,,0.1
1,cal-level-pooled,-1,2017,8,RB,00-0032058,0.569931176318,False,False,,,0.1
1,cal-level-pooled,-1,2017,9,FLEX,00-0027902,0.666396014845,False,False,,,0.1
1,cal-level-pooled,-1,2017,9,QB,00-0027939,1.6808813415,False,False,,,0.1
1,cal-level-pooled,-1,2017,9,RB,00-0029615,0.552771307844,False,False,,,0.1
1,cal-level-pooled,-1,2017,10,FLEX,00-0029293,0.464711424115,False,False,,,0.1
1,cal-level-pooled,-1,2017,10,QB,00-0026498,1.97207651409,False,False,,,0.1
1,cal-level-pooled,-1,2017,10,RB,00-0031376,0.466460342822,False,False,,,0.1
1,cal-level-pooled,-1,2017,11,FLEX,00-0030564,0.558701041768,False,False,,,0.1
1,cal-level-pooled,-1,2017,11,QB,00-0031280,1.82266521312,False,False,,,0.1
1,cal-level-pooled,-1,2017,11,RB,00-0033906,0.548082603536,False,False,,,0.1
1,cal-level-pooled,-1,2017,12,FLEX,00-0027942,0.554490683758,False,False,,,0.1
1,cal-level-pooled,-1,2017,12,QB,00-0027939,1.79617489444,False,False,,,0.1
1,cal-level-pooled,-1,2017,12,RB,00-0032058,0.572851803215,False,False,,,0.1
1,cal-level-pooled,-1,2017,13,FLEX,00-0030564,0.554583179529,False,False,,,0.1
1,cal-level-pooled,-1,2017,13,QB,00-0022942,2.19551767489,False,False,,,0.1
1,cal-level-pooled,-1,2017,13,RB,00-0028087,0.573649821095,False,False,,,0.1
1,cal-level-pooled,-1,2017,14,FLEX,00-0033127,0.534512678999,False,False,,,0.1
1,cal-level-pooled,-1,2017,14,QB,00-0031503,1.59988846832,False,False,,,0.1
1,cal-level-pooled,-1,2017,14,RB,00-0029615,0.541192568274,False,False,,,0.1
1,cal-level-pooled,-1,2017,15,FLEX,00-0027696,0.587266088931,False,False,,,0.1
1,cal-level-pooled,-1,2017,15,QB,00-0029604,1.93763988864,False,False,,,0.1
